SaleID(Integer),DateKey(Integer),ProductKey(Integer),StoreKey(Integer),QuantitySold(Integer),TotalAmount(Double)
3299,360,217,68,17,1007.19
3300,200,331,10,8,459.37
3301,191,487,51,19,730.06
3302,461,623,176,8,313.84
3303,476,835,130,1,44.88
3304,206,253,32,14,561.14
3305,15,422,49,3,39.08
3306,67,806,126,5,183.28
3307,407,662,126,18,715.94
3308,42,221,154,14,606.99
3309,72,175,11,8,84.62
3310,15,320,149,14,762.29
3311,360,856,16,11,606.18
3312,70,607,149,11,586.76
3313,26,892,130,14,179.70
3314,146,419,67,11,238.03
3315,128,738,115,19,377.13
3316,454,694,196,2,79.83
3317,272,1,35,18,441.29
3318,107,418,165,19,357.17
3319,393,811,83,19,341.23
3320,222,207,8,12,181.75
3321,108,869,162,4,204.37
3322,128,566,76,3,136.73
3323,50,216,152,10,498.12
3324,88,820,89,20,657.54
3325,291,152,120,19,263.87
3326,450,69,169,17,827.78
3327,481,478,138,1,19.42
3328,88,486,83,16,243.28
3329,175,828,198,10,242.15
3330,106,405,33,4,220.37
3331,209,676,156,16,897.72
3332,171,761,2,20,840.89
3333,396,766,184,7,246.43
3334,7,457,82,9,239.39
3335,27,853,26,1,28.66
3336,261,250,94,15,675.96
3337,368,980,123,6,324.58
3338,157,713,61,3,160.53
3339,197,154,44,7,358.44
3340,248,274,104,16,913.94
3341,204,223,120,1,29.07
3342,360,900,171,20,711.52
3343,358,931,161,7,97.87
3344,462,443,124,17,557.75
3345,377,682,15,13,300.95
3346,331,129,160,17,1008.53
3347,500,573,29,11,525.92
3348,476,120,78,12,298.98
3349,431,816,37,6,320.54
3350,67,136,52,17,358.28
3351,325,851,188,1,49.17
3352,302,568,190,17,433.33
3353,342,832,64,1,56.66
3354,262,236,45,12,177.94
3355,324,353,196,3,158.76
3356,432,571,5,8,470.08
3357,85,259,182,16,679.60
3358,409,706,47,8,432.02
3359,342,578,80,12,507.12
3360,306,114,157,2,92.79
3361,22,914,122,11,136.19
3362,39,466,77,18,454.30
3363,149,264,200,12,358.07
3364,32,529,77,3,160.68
3365,82,163,191,7,403.05
3366,180,532,86,4,126.34
3367,101,739,19,3,92.94
3368,162,919,44,16,269.29
3369,78,868,172,9,448.57
3370,116,210,41,7,147.43
3371,246,215,166,4,114.90
3372,399,843,106,18,942.14
3373,28,142,31,10,587.32
3374,149,779,25,13,195.62
3375,284,849,114,13,671.55
3376,485,239,146,7,311.89
3377,100,786,34,15,215.15
3378,309,212,123,2,97.94
3379,252,57,83,20,975.03
3380,343,15,43,14,318.20
3381,4,925,178,10,379.17
3382,158,136,68,13,203.42
3383,285,720,180,17,867.40
3384,269,513,99,18,783.29
3385,333,333,27,14,463.20
3386,45,192,148,15,884.84
3387,337,18,100,14,804.64
3388,291,229,123,20,284.63
3389,108,500,198,5,90.01
3390,200,874,30,6,318.36
3391,241,43,117,13,294.84
3392,245,46,47,13,156.45
3393,118,372,180,19,634.35
3394,133,316,46,14,255.01
3395,13,916,16,18,998.95
3396,206,102,84,16,475.86
3397,61,80,177,19,634.74
3398,97,200,26,6,135.94
3399,262,70,99,18,226.76
3400,365,740,72,14,827.31
3401,302,655,58,7,388.28
3402,294,649,50,14,614.82
3403,311,69,52,20,740.13
3404,220,583,190,12,685.67
3405,485,819,192,15,318.61
3406,187,803,185,16,331.37
3407,281,373,60,12,605.59
3408,214,554,88,10,308.64
3409,89,156,139,6,268.57
3410,495,997,66,6,67.26
3411,27,846,109,19,1126.15
3412,341,665,163,17,330.07
3413,414,592,96,13,183.73
3414,70,177,133,13,507.21
3415,356,906,60,15,393.59
3416,469,242,31,8,417.11
3417,317,958,141,6,127.07
3418,460,609,32,1,53.15
3419,264,804,9,2,93.39
3420,115,908,181,1,14.20
3421,332,981,72,17,653.86
3422,476,138,70,15,794.84
3423,223,945,90,19,830.51
3424,211,681,88,20,1196.06
3425,432,303,188,11,388.88
3426,419,764,44,13,434.88
3427,32,409,84,18,314.87
3428,175,374,157,13,338.86
3429,137,755,124,6,205.14
3430,187,302,191,2,79.47
3431,318,814,172,2,90.91
3432,175,888,52,12,215.92
3433,475,765,87,17,582.32
3434,425,421,137,11,381.41
3435,58,683,38,5,168.05
3436,308,287,93,4,230.46
3437,472,142,179,7,175.14
3438,456,516,66,10,251.40
3439,357,405,93,13,207.52
3440,93,909,52,10,171.11
3441,363,449,82,7,148.29
3442,477,276,7,12,204.97
3443,105,379,51,19,701.54
3444,197,295,142,16,601.05
3445,416,59,97,8,240.71
3446,29,148,95,6,128.82
3447,49,512,13,15,485.00
3448,480,154,35,11,234.42
3449,2,1,172,5,287.95
3450,383,488,81,2,32.02
3451,207,670,25,16,757.52
3452,482,181,42,15,403.79
3453,181,500,180,13,271.59
3454,131,573,40,18,531.86
3455,9,923,176,7,310.17
3456,415,820,88,16,666.18
3457,110,286,170,15,249.99
3458,189,329,55,6,347.84
3459,157,239,69,15,163.69
3460,275,553,2,3,169.47
3461,99,828,90,1,39.67
3462,465,502,70,13,545.92
3463,93,67,124,5,140.27
3464,119,228,79,20,488.74
3465,340,477,58,3,33.59
3466,260,527,116,11,421.20
3467,385,882,117,8,387.47
3468,213,819,56,15,626.09
3469,495,384,160,3,173.90
3470,274,480,180,7,325.97
3471,412,665,79,8,163.55
3472,2,536,16,14,801.12
3473,114,665,16,17,520.43
3474,235,744,169,4,62.11
3475,215,985,38,1,17.78
3476,135,984,149,16,533.07
3477,456,436,28,19,314.08
3478,129,977,162,18,740.49
3479,330,683,149,4,213.05
3480,140,289,45,10,566.01
3481,293,510,90,1,34.71
3482,270,445,143,17,688.53
3483,405,153,101,16,247.01
3484,222,827,42,1,24.18
3485,495,89,187,5,251.74
3486,7,241,26,20,685.99
3487,70,138,38,8,152.88
3488,410,510,31,20,308.83
3489,406,567,71,6,84.09
3490,79,852,24,14,701.95
3491,34,245,97,18,996.09
3492,112,657,82,9,420.43
3493,325,221,130,19,283.83
3494,278,943,38,3,54.47
3495,148,164,85,20,266.88
3496,312,919,57,15,733.93
3497,335,304,106,4,156.76
3498,123,926,61,2,37.89
3499,142,665,151,16,410.36
3500,273,426,5,8,446.04
3501,484,537,64,18,768.00
3502,408,924,183,18,221.56
3503,362,907,177,8,471.54
3504,34,155,179,19,791.09
3505,326,924,3,6,207.37
3506,477,410,128,16,374.13
3507,275,656,172,9,328.64
3508,304,742,110,5,279.40
3509,377,811,41,9,182.56
3510,377,31,22,17,689.28
3511,494,586,46,2,67.12
3512,319,161,191,2,20.56
3513,424,886,62,8,184.86
3514,17,751,154,3,110.67
3515,275,21,54,9,309.76
3516,25,468,133,16,702.47
3517,498,517,19,4,165.55
3518,223,486,94,12,171.51
3519,61,62,11,11,337.43
3520,114,993,174,5,296.50
3521,418,195,113,5,264.66
3522,361,237,77,1,35.88
3523,142,132,154,11,232.78
3524,247,675,85,20,999.24
3525,457,923,172,9,450.18
3526,148,875,79,11,652.40
3527,225,649,166,18,883.74
3528,124,530,66,12,226.86
3529,383,277,153,17,470.53
3530,78,931,179,3,178.22
3531,243,257,46,14,394.01
3532,127,372,78,9,207.59
3533,62,633,65,1,54.13
3534,498,11,91,12,416.27
3535,84,704,74,14,248.40
3536,235,605,21,4,71.03
3537,347,985,85,7,180.85
3538,367,857,52,2,55.72
3539,387,159,23,7,412.62
3540,2,598,83,14,273.76
3541,103,729,136,11,551.18
3542,253,911,4,7,389.64
3543,221,126,119,7,174.72
3544,384,87,7,3,164.73
3545,237,505,40,6,338.35
3546,436,655,98,12,460.88
3547,263,841,194,4,103.43
3548,38,264,60,15,229.89
3549,475,296,110,15,180.45
3550,55,822,106,8,353.90
3551,336,14,97,16,548.15
3552,220,962,59,3,144.54
3553,12,281,34,7,75.73
3554,479,995,144,14,244.16
3555,241,804,87,5,92.03
3556,265,82,131,8,201.97
3557,85,353,120,19,227.74
3558,242,479,113,2,88.39
3559,206,508,39,5,153.94
3560,490,821,26,12,582.81
3561,104,797,95,17,574.94
3562,454,622,173,11,251.75
3563,247,602,176,6,326.85
3564,371,371,130,11,282.05
3565,385,143,181,4,200.10
3566,56,603,64,12,593.70
3567,324,795,28,14,775.36
3568,470,686,78,14,320.84
3569,334,32,172,19,908.65
3570,353,830,197,6,309.31
3571,193,399,37,18,488.24
3572,175,211,26,16,612.15
3573,27,470,105,9,315.31
3574,381,264,106,11,632.05
3575,132,343,144,9,409.73
3576,383,374,159,16,310.71
3577,318,790,41,13,372.81
3578,235,428,152,11,212.81
3579,6,462,163,12,271.86
3580,53,200,181,11,512.86
3581,264,954,98,5,101.23
3582,391,687,168,1,21.19
3583,290,611,103,10,150.61
3584,101,100,112,10,431.44
3585,123,826,17,10,425.00
3586,425,111,199,6,267.73
3587,247,60,111,13,624.55
3588,444,228,60,4,112.57
3589,43,613,190,8,476.40
3590,448,861,124,7,259.16
3591,118,659,64,14,237.78
3592,14,679,82,18,561.97
3593,46,40,186,17,274.55
3594,389,878,5,17,466.17
3595,142,531,39,15,274.57
3596,141,629,81,1,47.91
3597,93,180,123,10,133.61
3598,470,941,95,15,251.99
3599,416,98,134,7,323.12
3600,228,615,126,13,387.88
3601,385,835,194,3,78.86
3602,164,321,91,1,29.90
3603,195,463,16,2,33.80
3604,165,722,85,19,428.39
3605,11,945,52,18,814.15
3606,205,811,58,18,1007.22
3607,105,244,137,4,205.16
3608,488,820,134,2,75.39
3609,453,662,151,7,381.27
3610,319,623,114,17,436.86
3611,249,516,184,2,109.44
3612,378,652,10,4,100.28
3613,319,330,41,7,90.47
3614,488,697,111,14,303.97
3615,404,644,174,18,683.57
3616,388,805,164,9,387.54
3617,499,694,157,11,200.69
3618,360,112,196,16,776.29
3619,149,869,12,14,221.33
3620,158,730,177,13,182.79
3621,66,24,7,5,100.83
3622,155,813,176,19,907.58
3623,117,606,185,20,1144.24
3624,221,673,152,12,529.21
3625,162,629,19,9,456.69
3626,277,212,19,11,360.02
3627,16,141,50,2,80.68
3628,257,515,107,16,530.31
3629,470,719,179,12,693.16
3630,420,408,158,17,588.01
3631,66,822,137,14,505.87
3632,212,800,133,4,218.33
3633,186,704,198,15,204.66
3634,402,329,103,7,358.47
3635,140,640,103,16,927.63
3636,146,190,195,2,78.25
3637,309,508,106,3,76.01
3638,41,576,155,19,318.85
3639,274,142,67,10,203.75
3640,259,610,188,17,1014.10
3641,201,137,139,4,164.28
3642,90,352,42,6,109.50
3643,287,722,129,10,471.72
3644,142,36,26,6,178.08
3645,375,968,146,9,336.10
3646,136,397,111,17,366.84
3647,116,890,4,20,1197.16
3648,1,198,118,8,390.46
3649,297,260,16,9,218.83
3650,291,407,6,6,226.55
3651,297,70,109,13,760.91
3652,402,339,152,14,756.20
3653,314,561,49,2,59.25
3654,17,975,61,14,769.58
3655,379,223,178,16,517.61
3656,161,331,78,3,47.14
3657,306,277,67,20,1197.47
3658,40,919,189,2,79.15
3659,457,375,177,2,105.58
3660,76,780,1,20,1047.74
3661,165,625,133,2,90.34
3662,355,213,191,9,130.44
3663,488,774,123,18,209.50
3664,178,121,20,8,216.21
3665,500,367,80,10,457.55
3666,93,719,135,16,945.93
3667,216,50,122,20,330.08
3668,289,29,148,14,460.36
3669,183,20,17,3,120.97
3670,134,550,197,7,281.53
3671,461,604,156,8,397.08
3672,265,463,73,4,99.39
3673,206,542,86,1,23.52
3674,282,254,135,1,28.21
3675,7,457,38,7,217.25
3676,155,959,124,15,845.27
3677,220,182,157,18,272.84
3678,116,331,65,7,195.49
3679,79,925,42,15,814.07
3680,404,438,16,13,519.84
3681,327,621,106,10,259.95
3682,185,532,109,5,286.24
3683,317,288,187,10,329.36
3684,36,744,195,20,257.89
3685,451,265,174,18,614.96
3686,8,722,92,11,451.48
3687,108,811,84,18,1035.13
3688,47,348,155,18,1002.01
3689,356,928,185,7,372.25
3690,252,552,12,1,51.64
3691,49,691,60,16,260.66
3692,400,993,89,8,286.51
3693,136,402,25,11,176.65
3694,433,795,153,16,325.03
3695,217,123,62,16,484.56
3696,386,65,25,13,309.39
3697,430,218,120,1,11.21
3698,172,210,189,15,264.13
3699,155,188,146,18,722.18
3700,462,264,104,6,68.45
3701,151,843,43,15,507.62
3702,418,342,112,2,105.52
3703,444,616,13,13,179.08
3704,408,884,198,7,339.68
3705,416,406,7,18,215.45
3706,82,954,105,18,455.69
3707,11,640,64,6,98.57
3708,227,342,66,14,777.30
3709,450,674,155,11,317.41
3710,225,506,163,7,167.63
3711,230,700,137,12,584.99
3712,365,142,162,9,127.20
3713,386,657,33,3,129.40
3714,476,310,66,16,950.46
3715,107,755,92,4,67.89
3716,28,729,137,15,603.63
3717,102,392,149,14,770.79
3718,154,855,20,15,601.17
3719,437,717,125,17,805.77
3720,240,101,158,15,705.07
3721,271,221,92,6,187.93
3722,32,783,185,18,897.65
3723,97,406,164,16,789.82
3724,419,697,28,17,283.06
3725,293,393,47,15,482.74
3726,236,276,131,10,189.27
3727,325,645,168,12,173.59
3728,76,1,6,2,27.52
3729,410,950,23,15,497.02
3730,23,820,176,4,153.89
3731,9,327,21,5,77.70
3732,41,335,96,19,798.18
3733,336,785,183,3,147.19
3734,367,256,196,19,212.12
3735,30,407,15,11,406.93
3736,430,601,25,4,80.94
3737,251,737,125,18,929.34
3738,286,316,48,7,339.23
3739,178,128,77,19,536.91
3740,404,800,99,17,549.14
3741,321,780,178,4,83.00
3742,50,347,102,18,469.13
3743,252,888,48,15,368.18
3744,276,525,170,7,268.91
3745,235,175,46,7,267.24
3746,87,630,131,5,189.51
3747,429,990,73,4,94.54
3748,278,445,169,3,70.55
3749,493,757,190,6,94.29
3750,265,253,4,14,673.91
3751,72,27,111,10,442.30
3752,499,85,89,19,969.75
3753,386,461,142,12,625.81
3754,340,107,114,13,381.88
3755,203,843,87,13,264.56
3756,88,261,139,11,413.19
3757,410,247,175,12,381.37
3758,327,981,95,2,87.43
3759,9,67,123,17,975.16
3760,392,784,74,4,63.81
3761,80,638,35,1,13.43
3762,294,802,96,5,106.61
3763,283,291,149,18,694.98
3764,226,689,114,17,191.08
3765,386,798,21,10,120.39
3766,20,931,33,11,209.05
3767,31,684,161,7,189.71
3768,466,285,76,13,193.58
3769,260,30,162,2,90.32
3770,306,259,116,14,683.13
3771,204,721,167,17,925.06
3772,168,126,120,1,59.14
3773,13,917,43,4,217.78
3774,139,94,35,19,1018.40
3775,268,633,182,11,317.85
3776,293,405,169,5,69.28
3777,193,744,106,15,250.67
3778,170,132,50,12,286.93
3779,138,210,171,10,272.66
3780,482,637,53,18,969.63
3781,146,65,65,5,156.47
3782,48,205,118,19,875.20
3783,227,486,81,5,290.40
3784,352,85,188,9,222.21
3785,359,255,22,18,1068.60
3786,52,829,81,16,780.21
3787,61,200,175,20,1037.24
3788,186,213,125,5,97.77
3789,261,459,194,4,189.25
3790,434,129,53,5,102.50
3791,271,270,158,8,331.61
3792,479,391,165,6,120.29
3793,486,952,14,19,752.77
3794,201,87,189,8,448.59
3795,271,327,80,4,187.54
3796,122,358,136,3,140.75
3797,393,865,93,13,358.16
3798,209,544,104,10,557.21
3799,19,389,83,12,265.94
3800,464,705,85,10,163.71
3801,461,893,134,18,676.58
3802,238,543,30,19,861.66
3803,254,787,28,1,56.46
3804,442,664,143,18,916.88
3805,67,589,39,20,776.15
3806,284,466,49,20,219.44
3807,244,662,85,13,647.00
3808,389,459,168,16,832.51
3809,239,307,163,14,566.93
3810,254,47,5,3,134.51
3811,242,182,169,13,681.17
3812,77,256,141,15,816.18
3813,488,315,22,11,118.60
3814,251,127,73,19,660.91
3815,272,429,35,5,98.90
3816,115,661,149,2,100.63
3817,77,364,156,15,355.18
3818,133,941,117,1,42.01
3819,2,221,155,5,188.59
3820,139,321,138,11,476.94
3821,189,607,95,16,570.81
3822,485,526,139,19,1063.16
3823,189,973,49,4,78.04
3824,283,222,7,10,193.33
3825,49,301,62,16,865.37
3826,280,393,79,1,37.93
3827,131,4,40,8,117.54
3828,283,672,32,6,315.86
3829,41,171,111,8,299.60
3830,6,862,71,7,127.24
3831,438,754,13,11,545.80
3832,272,845,38,17,911.09
3833,68,64,71,13,178.37
3834,47,874,172,16,690.45
3835,466,445,150,2,85.68
3836,18,909,169,3,158.22
3837,469,420,29,11,158.96
3838,69,296,48,10,323.54
3839,295,328,28,20,1062.55
3840,202,706,133,11,157.19
3841,195,953,99,13,688.96
3842,209,416,126,7,318.96
3843,257,403,66,14,350.68
3844,37,992,151,8,167.95
3845,70,68,157,2,43.22
3846,14,658,157,5,165.57
3847,457,985,109,11,509.21
3848,140,380,101,13,364.48
3849,133,108,33,20,929.39
3850,477,690,190,20,857.06
3851,130,548,187,7,156.73
3852,191,992,170,3,130.03
3853,266,952,37,19,397.85
3854,224,373,50,15,578.23
3855,177,57,28,11,639.34
3856,126,796,8,17,954.43
3857,346,932,181,13,466.56
3858,108,24,6,13,583.60
3859,190,961,132,6,64.22
3860,271,709,20,14,767.62
3861,407,755,44,14,581.26
3862,179,679,80,10,247.09
3863,313,837,39,8,383.39
3864,230,8,54,12,589.26
3865,412,613,182,20,1161.16
3866,419,338,120,10,138.38
3867,230,607,12,5,272.69
3868,336,246,39,12,478.07
3869,417,633,157,6,316.22
3870,386,312,199,4,155.44
3871,118,782,148,1,32.68
3872,178,936,42,15,201.77
3873,144,242,177,16,278.97
3874,373,862,12,11,244.09
3875,144,425,152,16,584.90
3876,240,874,20,2,50.94
3877,158,324,14,12,200.97
3878,390,375,195,18,684.85
3879,237,369,119,18,334.68
3880,159,75,117,8,244.76
3881,409,38,75,1,25.96
3882,410,173,116,2,43.21
3883,233,851,110,3,128.85
3884,140,938,93,11,152.97
3885,305,321,14,14,693.84
3886,71,141,155,2,103.93
3887,469,722,7,10,436.82
3888,327,882,104,14,417.67
3889,283,246,66,2,90.08
3890,171,982,43,12,332.60
3891,80,335,92,13,233.99
3892,225,485,51,6,73.30
3893,317,674,170,12,369.73
3894,317,744,154,9,285.11
3895,146,443,33,18,912.14
3896,230,819,85,11,331.78
3897,489,436,108,11,299.24
3898,16,800,72,8,310.11
3899,124,986,150,2,26.63
3900,289,242,24,19,578.57
3901,282,908,191,9,153.74
3902,251,649,1,8,465.81
3903,123,545,3,16,354.06
3904,36,125,70,16,448.34
3905,439,557,117,19,328.94
3906,132,226,23,9,164.42
3907,485,671,154,4,79.55
3908,493,633,101,9,283.21
3909,267,554,138,5,121.48
3910,497,654,193,18,856.37
3911,112,911,65,19,419.05
3912,4,658,99,12,247.94
3913,27,579,44,13,466.22
3914,406,430,64,7,241.96
3915,239,770,31,5,167.53
3916,307,49,171,8,226.88
3917,76,472,145,8,464.89
3918,303,607,109,15,765.39
3919,464,335,59,16,814.45
3920,153,71,23,15,258.57
3921,62,371,149,18,527.30
3922,435,521,100,2,24.87
3923,245,334,72,14,232.94
3924,389,993,189,3,113.68
3925,441,664,147,9,301.56
3926,254,916,125,10,125.29
3927,363,847,180,14,465.34
3928,41,965,139,3,156.94
3929,7,583,159,5,173.89
3930,93,811,198,16,234.09
3931,110,422,84,20,647.39
3932,471,506,100,14,151.83
3933,288,39,147,19,708.17
3934,497,404,147,11,626.77
3935,487,153,26,20,399.01
3936,140,883,25,13,375.69
3937,390,259,15,5,97.27
3938,76,812,31,2,67.10
3939,454,534,81,14,538.48
3940,368,955,88,4,90.68
3941,134,871,144,19,942.42
3942,92,502,89,4,183.94
3943,430,984,108,14,690.57
3944,36,904,25,16,490.97
3945,253,819,42,13,215.27
3946,119,268,96,3,107.60
3947,9,466,131,12,505.81
3948,241,523,85,13,264.46
3949,261,501,159,10,535.05
3950,438,90,79,19,952.62
3951,382,713,62,3,71.47
3952,218,676,158,20,1112.51
3953,434,354,14,2,86.86
3954,71,385,171,18,276.02
3955,81,725,112,8,229.84
3956,363,449,114,8,270.56
3957,62,828,165,14,325.64
3958,376,25,161,18,888.01
3959,215,535,142,15,328.31
3960,281,855,49,12,425.91
3961,310,675,33,15,732.46
3962,241,772,145,11,237.53
3963,295,363,158,8,316.38
3964,368,694,19,13,298.98
3965,211,256,145,9,410.36
3966,115,80,14,12,421.46
3967,111,661,122,2,53.25
3968,90,88,163,19,353.15
3969,358,155,183,2,99.09
3970,312,604,124,1,45.23
3971,257,550,99,9,337.21
3972,1,536,143,4,174.31
3973,21,475,143,11,438.23
3974,196,304,65,5,258.24
3975,456,103,134,10,157.09
3976,73,390,158,18,994.03
3977,125,381,183,17,488.66
3978,312,479,189,13,673.96
3979,317,731,83,20,208.07
3980,448,976,161,11,304.78
3981,26,338,62,12,668.64
3982,6,776,139,9,217.78
3983,31,904,66,4,77.25
3984,158,241,196,2,76.32
3985,431,212,110,9,279.44
3986,143,599,159,4,81.76
3987,472,53,53,9,233.95
3988,303,509,35,6,227.13
3989,48,887,106,3,120.15
3990,162,199,6,12,442.23
3991,10,44,153,10,154.27
3992,128,945,165,5,62.94
3993,306,307,89,20,1034.96
3994,282,482,65,8,431.02
3995,411,904,133,9,117.26
3996,222,653,61,1,14.74
3997,175,471,81,15,389.87
3998,68,558,11,20,666.14
3999,158,6,186,17,754.90
4000,6,924,196,10,328.98
4001,268,534,118,12,361.97
4002,180,280,86,15,624.97
4003,484,542,65,6,346.08
4004,64,818,49,8,422.21
4005,273,589,41,20,222.54
4006,168,827,75,1,27.35
4007,292,618,121,12,444.54
4008,409,395,10,7,390.42
4009,442,930,74,16,313.64
4010,173,489,8,9,160.98
4011,269,420,200,7,106.09
4012,486,345,177,9,440.27
4013,265,20,55,14,742.32
4014,254,479,24,3,66.10
4015,339,531,53,2,26.14
4016,55,149,24,13,284.08
4017,97,888,147,17,320.39
4018,35,875,152,6,117.10
4019,310,246,29,6,299.05
4020,293,396,166,9,299.41
4021,451,985,177,15,352.90
4022,275,447,100,1,49.08
4023,436,589,60,3,57.99
4024,465,218,57,19,770.26
4025,252,397,191,5,63.36
4026,272,663,86,20,257.83
4027,238,205,63,17,501.91
4028,343,256,74,14,733.49
4029,232,317,148,20,509.75
4030,18,718,40,6,315.11
4031,171,740,129,2,79.14
4032,20,232,181,13,717.18
4033,463,108,146,12,375.95
4034,452,611,86,20,372.88
4035,374,215,108,5,58.89
4036,278,94,150,1,38.73
4037,243,310,141,4,152.46
4038,476,736,182,11,583.68
4039,332,802,124,15,301.41
4040,415,720,85,10,281.12
4041,248,625,155,7,360.22
4042,74,448,152,5,139.14
4043,400,391,152,3,69.32
4044,366,518,12,16,191.22
4045,293,22,171,11,216.65
4046,274,623,198,15,634.87
4047,151,755,89,10,181.40
4048,278,721,92,13,624.49
4049,300,591,87,19,444.85
4050,143,172,70,10,145.51
4051,208,895,18,14,614.99
4052,334,998,5,8,166.12
4053,299,409,130,15,883.02
4054,473,913,188,4,73.24
4055,169,723,47,17,720.15
4056,208,339,123,2,47.83
4057,114,650,3,6,134.45
4058,125,88,25,15,192.72
4059,369,708,62,5,124.82
4060,262,663,50,12,551.18
4061,335,618,24,13,366.26
4062,456,639,71,12,434.92
4063,292,566,121,13,223.40
4064,309,716,196,13,558.48
4065,306,573,21,1,33.52
4066,276,347,19,19,724.03
4067,339,417,187,1,23.17
4068,409,487,86,6,288.09
4069,110,789,59,20,1121.79
4070,96,479,106,4,45.09
4071,151,966,151,5,77.07
4072,471,821,63,12,385.46
4073,59,803,114,17,730.22
4074,95,948,149,2,91.58
4075,81,49,109,8,461.77
4076,24,414,122,16,890.97
4077,206,646,9,11,508.83
4078,2,705,126,9,198.35
4079,229,200,197,11,175.08
4080,248,349,79,13,329.11
4081,233,873,104,10,205.15
4082,128,988,65,8,262.00
4083,284,209,195,11,541.59
4084,220,5,54,20,1060.22
4085,224,576,181,15,526.82
4086,71,989,52,6,159.99
4087,133,550,98,1,55.72
4088,189,11,125,1,51.00
4089,34,793,101,6,245.04
4090,154,528,128,12,586.50
4091,306,19,49,4,70.79
4092,307,33,198,6,219.72
4093,330,310,79,5,208.41
4094,198,586,167,3,45.47
4095,68,845,41,9,525.08
4096,371,880,123,9,155.49
4097,307,24,102,9,479.18
4098,385,33,124,13,642.12
4099,59,259,109,19,518.62
4100,371,875,169,17,444.34
4101,98,316,12,19,485.90
4102,344,735,95,19,660.61
4103,76,15,50,3,98.23
4104,9,689,121,4,136.52
4105,223,904,151,19,431.14
4106,277,759,127,11,336.16
4107,134,172,126,12,343.88
4108,88,442,179,16,380.86
4109,368,581,160,11,354.10
4110,222,685,174,6,224.11
4111,231,329,89,7,347.51
4112,243,304,186,6,150.11
4113,250,381,56,12,322.59
4114,392,384,97,1,54.02
4115,352,707,7,5,58.16
4116,117,935,3,1,31.65
4117,170,277,99,18,289.02
4118,290,634,14,15,152.59
4119,209,685,141,19,278.36
4120,396,547,126,17,720.43
4121,251,915,101,2,113.68
4122,108,165,61,8,221.03
4123,295,250,192,16,706.94
4124,234,559,84,12,565.87
4125,315,976,184,1,46.15
4126,309,198,144,2,28.58
4127,68,656,145,7,139.57
4128,92,59,24,2,28.54
4129,301,693,60,17,527.39
4130,325,485,11,6,137.88
